0,000000;0,000000
-0,000666;0,000856
-0,001751;0,009829
-0,000789;0,010600
-0,001717;0,010780
-0,005651;0,015613
-0,008428;0,021714
-0,018323;0,026520
-0,020100;0,033931
-0,031041;0,041548
-0,041823;0,054871
-0,050952;0,082284
-0,068999;0,125579
-0,114205;0,187432
-0,192134;0,274512
-0,290122;0,381051
-0,361487;0,504670
-0,423613;0,627113
-0,612917;0,752396
-0,527236;0,843917
-0,536942;0,925124
-0,557469;0,977524
-0,546748;1,000000
-0,504307;0,997030
-0,455002;0,961530
-0,448858;0,951358
-0,441983;0,931560
-0,439791;0,919411
-0,441772;0,916476
-0,438957;0,913612
-0,449979;0,914713
-0,448926;0,913745
-0,449470;0,913008
-0,444593;0,911008
-0,458268;0,919402
-0,792956;0,945268
-0,816816;0,948825
-0,824115;0,953133
-0,830397;0,962174
-0,854232;0,966501
-0,885552;0,957542
-0,917913;0,931168
-0,939533;0,898122
-0,948878;0,868725
-0,947985;0,842095
-0,909131;0,827912
-0,884814;0,844846
-0,873208;0,853075
-0,864692;0,849629
-0,982111;0,770278
-1,000000;0,760200
-0,968016;0,722800
-0,882693;0,774681
-0,887660;0,763892
-0,873631;0,766814
-0,878830;0,763757
-0,883353;0,755103
-0,889811;0,745706
-0,893256;0,742065
-0,883255;0,757708
-0,875506;0,760798
-0,444752;0,784073
-0,423356;0,780960
-0,824271;0,577211
-0,870965;0,566934
-0,732091;0,786675
-0,640223;0,773854
-0,582274;0,734201
-0,491767;0,678236
-0,406866;0,603389
-0,315962;0,517503
-0,215210;0,428932
-0,088175;0,339526
0,019611;0,247372
0,130935;0,161767
0,228748;0,068112
0,302866;0,004339
0,325003;-0,008883
0,307762;-0,005293
0,282648;-0,008061
0,232665;-0,024627
0,207253;-0,030338
0,147429;-0,062842
