bilgi_almak_istiyorum_ben;224;365;
bilgi_almak_istiyorum_ben;399;525;
bilgi_almak_istiyorum_ben;643;770;
bilgi_almak_istiyorum_ben;897;923;
bilgi_almak_istiyorum_ben;1533;1649;
bilgi_almak_istiyorum_ben;1778;1890;
bilgi_almak_istiyorum_ben;1912;2026;
bilgi_almak_istiyorum_ben;2570;2697;
bilgi_almak_istiyorum_ben;2740;2904;
bilgi_almak_istiyorum_ben;2961;3086;
bilgi_almak_istiyorum_ben;3213;3334;
bilgi_almak_istiyorum_ben;3363;3478;
bilgi_almak_istiyorum_ben;3514;3678;
bilgi_almak_istiyorum_ben;3721;3836;
bilgi_almak_istiyorum_ben;3886;4029;
bilgi_almak_istiyorum_ben;4107;4229;
evet_acil;4501;4574;
evet_acil;4597;4662;
evet_acil;4682;4745;
evet_acil;4793;4873;
evet_acil;4907;4984;
evet_acil;5017;5099;
evet_acil;5125;5203;
evet_acil;5240;5318;
evet_acil;5347;5420;
evet_acil;5445;5514;
evet_acil;5543;5616;
